,aqi,arithmetic_mean,cbsa,cbsa_code,city,county,county_code,date_local,date_of_last_change,datum,event_type,first_max_hour,first_max_value,latitude,local_site_name,longitude,method,method_code,observation_count,observation_percent,parameter,parameter_code,poc,pollutant_standard,sample_duration,site_address,site_number,state,state_code,units_of_measure,validity_indicator
0,0.0,0.033333,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-01,2020-07-30,WGS84,None,9,0.2,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 Annual 1971,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
1,0.0,0.033333,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-01,2020-07-30,WGS84,None,9,0.2,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
2,,0.0,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-01,2020-07-30,WGS84,None,23,0.0,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,1,100.0,Sulfur dioxide,42401,1,SO2 24-hour 1971,24-HR BLK AVG,158B JACKSON ST,0005,California,06,Parts per billion,Y
3,,0.033333,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-01,2020-07-30,WGS84,None,8,0.1,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,6,75.0,Sulfur dioxide,42401,1,SO2 3-hour 1971,3-HR BLK AVG,158B JACKSON ST,0005,California,06,Parts per billion,Y
4,0.0,0.0,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-02,2020-07-30,WGS84,None,0,0.0,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 Annual 1971,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
5,0.0,0.0,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-02,2020-07-30,WGS84,None,0,0.0,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
6,,0.0,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-02,2020-07-30,WGS84,None,23,0.0,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,1,100.0,Sulfur dioxide,42401,1,SO2 24-hour 1971,24-HR BLK AVG,158B JACKSON ST,0005,California,06,Parts per billion,Y
7,,0.0,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-02,2020-07-30,WGS84,None,8,0.0,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,6,75.0,Sulfur dioxide,42401,1,SO2 3-hour 1971,3-HR BLK AVG,158B JACKSON ST,0005,California,06,Parts per billion,Y
8,0.0,0.014286,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-03,2020-07-30,WGS84,None,7,0.1,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 Annual 1971,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
9,0.0,0.014286,"San Jose-Sunnyvale-Santa Clara, CA",41940,San Jose,Santa Clara,085,2020-05-03,2020-07-30,WGS84,None,7,0.1,37.348497,San Jose - Jackson,-121.894898,INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE,560,21,88.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,158B JACKSON ST,0005,California,06,Parts per billion,Y
