,aqi,arithmetic_mean,cbsa,cbsa_code,city,county,county_code,date_local,date_of_last_change,datum,event_type,first_max_hour,first_max_value,latitude,local_site_name,longitude,method,method_code,observation_count,observation_percent,parameter,parameter_code,poc,pollutant_standard,sample_duration,site_address,site_number,state,state_code,units_of_measure,validity_indicator
0,10.0,2.4,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-31,2020-09-03,WGS84,None,0,2.4,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
1,8.0,2.0,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-30,2020-09-03,WGS84,None,0,2.0,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
2,5.0,1.3,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-29,2020-09-03,WGS84,None,0,1.3,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
3,10.0,2.3,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-28,2020-09-03,WGS84,None,0,2.3,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
4,16.0,3.8,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-27,2020-09-03,WGS84,None,0,3.8,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
5,23.0,5.5,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-26,2020-09-03,WGS84,None,0,5.5,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
6,33.0,7.9,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-25,2020-09-03,WGS84,None,0,7.9,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
7,40.0,9.7,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-24,2020-09-03,WGS84,None,0,9.7,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
8,35.0,8.3,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-23,2020-09-03,WGS84,None,0,8.3,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
9,38.0,9.0,"Santa Maria-Santa Barbara, CA",42200,Goleta,Santa Barbara,083,2020-05-22,2020-09-03,WGS84,None,0,9.0,34.44551,Goleta,-119.8284,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,170,1,100.0,PM2.5 - Local Conditions,88101,1,PM25 24-hour 2006,24-HR BLK AVG,"380 N FAIRVIEW AVENUE, GOLETA",2011,California,06,Micrograms/cubic meter (LC),Y
