,aqi,arithmetic_mean,cbsa,cbsa_code,city,county,county_code,date_local,date_of_last_change,datum,event_type,first_max_hour,first_max_value,latitude,local_site_name,longitude,method,method_code,observation_count,observation_percent,parameter,parameter_code,poc,pollutant_standard,sample_duration,site_address,site_number,state,state_code,units_of_measure,validity_indicator
0,2,0.863636,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-31,2020-09-25,WGS84,None,2,2.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,22,92.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
1,2,0.666667,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-30,2020-09-25,WGS84,None,5,2.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
2,4,1.458333,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-29,2020-09-25,WGS84,None,6,4.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
3,7,3.208333,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-28,2020-09-25,WGS84,None,5,7.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
4,7,2.909091,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-27,2020-09-25,WGS84,None,5,7.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,22,92.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
5,11,4.0,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-26,2020-09-25,WGS84,None,6,12.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
6,9,3.0,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-25,2020-09-25,WGS84,None,21,10.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
7,10,2.916667,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-24,2020-09-25,WGS84,None,21,11.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
8,5,2.136364,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-23,2020-09-25,WGS84,None,0,5.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,22,92.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
9,11,3.083333,"Sacramento--Roseville--Arden-Arcade, CA",40900,Arden-Arcade,Sacramento,067,2020-05-22,2020-09-25,WGS84,None,21,12.0,38.613779,Sacramento-Del Paso Manor,-121.368014,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,200,24,100.0,Nitrogen dioxide (NO2),42602,1,NO2 1-hour,1 HOUR,"DEL PASO-2701 AVALON DR, SACRAMENTO",0006,California,06,Parts per billion,Y
