county,Date,mean_NO2_ppb,aqi,boxcox_mean_NO2_ppb,boxcox_aqi,mean_Ozone_ppm,mean_PM10_µg_m3_25C,boxcox_mean_PM10_µg_m3_25C,mean_PM2_5_µg_m3_LC,boxcox_mean_PM2_5_µg_m3_LC,parks_percent_change_from_baseline,Death,Infected,I_diff,D_diff
Sacramento,2020-02-01,12.95488325,22.25,2.6358295007762913,4.783462078699017,0.01293525,31.1041665,9.332107747458105,,,,0.0,0.0,0.0,0.0
Sacramento,2020-02-02,6.89239125,17.5,2.065899162451057,4.295697808885098,0.024047950000000005,14.333333500000002,5.831560125543315,8.195370333333337,1.9898052053406774,,0.0,0.0,0.0,0.0
Sacramento,2020-02-03,4.983605249999999,10.0,1.7890232709160057,3.284641147351488,0.029630500000000004,6.958333333333333,3.6421036266035856,1.7073529411764707,0.9479798419297392,,0.0,0.0,0.0,0.0
Sacramento,2020-02-04,8.192029000000002,18.75,2.2183366954587975,4.432411003889973,0.023323000000000003,7.0208335,3.6642152148377987,4.264734333333333,1.5304106512239526,,0.0,0.0,0.0,0.0
Sacramento,2020-02-05,14.37010875,23.75,2.7324246329971715,4.921826885146876,0.018674200000000002,23.3863635,7.8765102136331535,8.962037000000002,2.053695831422794,,0.0,0.0,0.0,0.0
Sacramento,2020-02-06,14.922373,27.5,2.7677252270971735,5.242111556146165,0.021163500000000002,32.020833499999995,9.492751367709996,,,,0.0,0.0,0.0,0.0
Sacramento,2020-02-08,9.003713749999998,17.0,2.3029563990514186,4.239068575628471,0.026907300000000002,21.208333500000002,7.425143712432188,11.435185222222223,2.227964526637142,,0.0,0.0,0.0,0.0
Sacramento,2020-02-09,2.1686017499999997,4.25,1.1532904022530415,2.0548002080701817,0.03055204999999999,9.006944500000001,4.326750982929547,1.384127,0.8321592370403902,,0.0,0.0,0.0,0.0
Sacramento,2020-02-10,5.503221999999999,10.75,1.8722977463944355,3.4057570040616616,0.028370149999999993,8.0208335,4.006940485804733,2.1962963333333336,1.0970220790987233,,0.0,0.0,0.0,0.0
Sacramento,2020-02-11,10.430648750000001,20.0,2.4362982347261988,4.56278057171229,0.025181500000000002,18.416666499999998,6.81286933977805,8.334259222222222,2.0018045211114375,,0.0,0.0,0.0,0.0
Sacramento,2020-02-12,15.074547250000002,27.25,2.7772371048747915,5.221776754068447,0.024878450000000003,,,,,,0.0,0.0,0.0,0.0
Sacramento,2020-02-13,9.631917,20.5,2.363860514758952,4.6133006428410255,0.025279600000000003,24.0,7.999999999999998,9.718518555555555,2.1116436079373946,,0.0,0.0,0.0,0.0
Sacramento,2020-02-14,12.65919775,30.25,2.6144131225497493,5.457416090031758,0.020737949999999998,29.2391305,8.998023549711103,11.11111111111111,2.2074140494557257,,0.0,0.0,0.0,0.0
Sacramento,2020-02-15,12.0414855,22.0,2.56813546872192,4.759754812379368,0.023320249999999997,27.361111166666664,8.651030216212263,,,26.0,0.0,0.0,0.0,0.0
Sacramento,2020-02-16,6.7458335,16.75,2.047155085896397,4.210310480451447,0.025611349999999998,14.208333500000002,5.799572680602445,8.619444444444445,2.0258389814682873,55.0,0.0,0.0,0.0,0.0
Sacramento,2020-02-17,4.886479,12.0,1.7726580260448277,3.595315688463767,0.031718399999999994,14.208333500000002,5.799572680602445,6.135185222222222,1.7840180805868189,43.0,0.0,0.0,0.0,0.0
Sacramento,2020-02-18,12.361363749999999,28.0,2.592367239994796,5.282383148424335,0.021911800000000002,19.0,6.944271909999157,7.774424529411766,1.9521821967230784,22.0,0.0,0.0,0.0,0.0
Sacramento,2020-02-20,14.650452999999999,25.5,2.750499862254145,5.075518780097147,0.024536250000000003,30.1458335,9.1616904633662,12.712963,2.3036134922016314,28.0,0.0,0.0,0.0,0.0
Sacramento,2020-02-21,11.818964,22.25,2.550925636994671,4.783462078699017,0.0249029,29.583333333333332,9.060440015358038,12.564682523809521,2.295241393520872,16.0,0.0,1.0,1.0,0.0
Sacramento,2020-02-22,6.5813405,14.75,2.025690030984398,3.968565207460511,0.02680095,22.020833500000002,7.5960061483931955,10.505555555555556,2.1673406218907285,38.0,0.0,1.0,0.0,0.0
Sacramento,2020-02-23,5.9009965,17.5,1.9316658214654627,4.295697808885098,0.022019250000000004,20.3125,7.233092656309694,9.703703666666666,2.11055246787492,53.0,0.0,1.0,0.0,0.0
Sacramento,2020-02-24,7.1624095,15.75,2.0995394072516516,4.092145708956284,0.025242949999999997,19.369565,7.026530895089209,7.676470588235294,1.9431423576608544,15.0,0.0,1.0,0.0,0.0
Sacramento,2020-02-25,7.576424499999999,19.5,2.149017101704177,4.511350134091497,0.02708585,18.104166499999998,6.741662656497331,6.230555555555555,1.794919745702111,30.0,0.0,1.0,0.0,0.0
Sacramento,2020-02-26,14.9380435,30.5,2.7687089242979703,5.476274441075173,0.025058950000000003,31.0625,9.324751652906125,10.144444444444444,2.1423232707268407,29.0,0.0,1.0,0.0,0.0
Sacramento,2020-02-28,13.87192025,24.25,2.6994748879787296,4.966549223027057,0.031787499999999996,36.375,10.227019260637485,13.087037,2.3242992540215655,15.0,0.0,2.0,0.0,0.0
Sacramento,2020-02-29,3.3334487499999996,5.75,1.4663637030541166,2.4474195909412515,0.03167640000000001,18.208333500000002,6.765462566231173,8.050925888888889,1.977112560631125,25.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-01,2.5828805000000004,6.25,1.2761670858269132,2.5636360698225817,0.033617350000000004,9.3958335,4.448514092409196,3.8514705882352938,1.4608889857653833,26.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-02,3.946791,7.0,1.5987390835261412,2.727171322029716,0.030170400000000003,19.1875,6.986100377805714,1.4285714444444446,0.8490767774178642,11.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-03,10.004917,24.0,2.3983421729236323,4.944271909999159,0.030762599999999994,26.3333335,8.456258126117584,6.512077333333334,1.8262002261948187,38.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-05,6.52494825,15.5,2.0182239335348804,4.061780649278898,0.03305229999999999,25.1875,8.234744745229358,9.824999999999998,2.119437649460111,31.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-06,4.072675,10.75,1.6238682918763032,3.4057570040616616,0.030891799999999997,9.3958335,4.448514092409196,3.7009258888888885,1.4339292008109616,12.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-07,3.31041675,6.75,1.4610345931766173,2.673987930963029,0.024717250000000003,4.375,2.636809247747852,2.375,1.1453250670444388,-20.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-08,5.4019435,9.75,1.8566016161416548,3.242893634067533,0.024704949999999996,4.1458335,2.5368859364105685,3.4722222222222223,1.3911000130526892,23.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-09,8.280706499999999,16.75,2.2279376753657734,4.210310480451447,0.02338115,9.2708335,4.409628226348234,5.161111111111112,1.6625336158460564,25.0,0.0,2.0,0.0,0.0
Sacramento,2020-03-10,8.1852355,18.0,2.2175973579682307,4.351190519719376,0.022951600000000003,17.5625,6.616843969807043,5.694117647058825,1.731425077770573,38.0,0.0,10.0,8.0,0.0
Sacramento,2020-03-11,8.855090749999999,17.75,2.2879881490858773,4.323582900575634,0.025028350000000005,16.395833500000002,6.341662544121526,4.884259222222222,1.6241127929299237,38.0,0.0,11.0,1.0,0.0
Sacramento,2020-03-12,9.568194499999999,18.0,2.3578489716683753,4.351190519719376,0.0240937,21.333333500000002,7.451631287772498,6.281481444444444,1.8006764305933516,34.0,0.0,17.0,6.0,0.0
Sacramento,2020-03-13,5.747662999999999,14.0,1.9091962227134651,3.8719586850617214,0.031035400000000008,29.3125,9.011357772772621,10.56470588235294,2.1713560649802632,7.0,0.0,17.0,0.0,0.0
Sacramento,2020-03-14,2.59864125,4.75,1.2805563436616694,2.194082029364945,0.03125255,4.3541665,2.627814386943366,3.2106280000000003,1.3390543638562762,-45.0,0.0,29.0,12.0,0.0
Sacramento,2020-03-15,2.2694745,5.0,1.1846292686310784,2.260338320293149,0.03617559999999999,3.4166665,2.2031733250010044,1.7851852222222222,0.9735996540450462,-36.0,1.0,29.0,0.0,1.0
Sacramento,2020-03-16,5.230615750000001,9.5,1.8294751641914624,3.200411487357016,0.0305902,3.0625,2.0311288741492746,1.9861110952380954,1.03625684471869,-36.0,2.0,33.0,4.0,1.0
Sacramento,2020-03-17,5.901630250000001,16.75,1.9317576518122401,4.210310480451447,0.02964089999999999,5.304348,3.021692145084165,1.7304347777777778,0.9556612687180011,-2.0,2.0,40.0,7.0,0.0
Sacramento,2020-03-18,6.3727225,12.25,1.9977870409738352,3.6315712087514553,0.0255812,6.0,3.2915026221291805,3.0629630000000003,1.3080801436897853,-19.0,2.0,40.0,0.0,0.0
Sacramento,2020-03-19,7.939660750000001,16.25,2.190497641038108,4.151870392943241,0.0231617,9.2916665,4.416125466354286,4.700490176470589,1.597494994835864,13.0,3.0,45.0,5.0,1.0
Sacramento,2020-03-20,8.17190025,19.0,2.2161444894458957,4.458970107524513,0.024765399999999996,8.4791665,4.1576510131705255,5.101851888888889,1.65447170693027,-14.0,3.0,53.0,8.0,0.0
Sacramento,2020-03-21,8.790942000000001,18.5,2.2814576725468103,4.405598546839052,0.024148499999999996,15.0,6.0,7.995370333333335,1.9721713293204104,-13.0,3.0,53.0,0.0,0.0
Sacramento,2020-03-22,6.81096025,15.5,2.055527907638128,4.061780649278898,0.02497855,12.361111166666667,5.310570748352461,7.322058823529413,1.9094709450280285,10.0,3.0,53.0,0.0,0.0
Sacramento,2020-03-23,3.4528985,10.0,1.4935552324575097,3.284641147351488,0.034424249999999997,12.3541665,5.3086706041523035,4.797222222222221,1.611621756490803,-13.0,4.0,88.0,35.0,1.0
Sacramento,2020-03-24,3.5374339999999997,12.75,1.5123616540306375,3.7025702136861636,0.03362994999999999,4.3958335,2.6457866933383842,2.4018518888888885,1.152339291646652,-25.0,4.0,88.0,0.0,0.0
Sacramento,2020-03-25,4.85579725,11.5,1.7674321534503445,3.5212061861727877,0.027609850000000002,5.0416665,2.9159603334445245,2.2960784117647055,1.124348396137214,-7.0,5.0,113.0,25.0,1.0
Sacramento,2020-03-26,6.531068999999999,16.75,2.0190369972071056,4.210310480451447,0.025302,5.3541665,3.041494421300097,3.425925888888889,1.3821369897731357,0.0,5.0,113.0,0.0,0.0
Sacramento,2020-03-27,4.2760869999999995,11.0,1.663184724484087,3.4448388728167965,0.034456150000000005,13.104166499999998,5.5111028484504185,5.860185222222222,1.7516626325000189,-11.0,6.0,164.0,51.0,1.0
Sacramento,2020-03-28,2.36778675,5.0,1.214255777867192,2.260338320293149,0.03642,12.770833333333334,5.42181469273744,8.444607823529411,2.011198926040004,-49.0,6.0,164.0,0.0,0.0
Sacramento,2020-03-29,2.73224625,6.0,1.3170102641952135,2.506306246791142,0.0346903,7.125,3.7008771254956896,3.9398147777777774,1.476284738222362,-1.0,6.0,164.0,0.0,0.0
Sacramento,2020-03-30,3.41259075,7.0,1.484461988620164,2.727171322029716,0.027415549999999993,4.2826085,2.5967851809715885,2.2037036666666667,1.0990826954247392,-4.0,7.0,224.0,60.0,1.0
Sacramento,2020-03-31,3.9897385000000005,16.25,1.607383503580628,4.151870392943241,0.0223406,4.2083335,2.564354718906058,2.3269607647058823,1.1326217948859896,6.0,7.0,224.0,0.0,0.0
Sacramento,2020-04-01,5.70723,17.0,1.9031860490598171,4.239068575628471,0.028756750000000008,10.375,4.74536878161602,2.6527777777777777,1.2150827539692464,3.0,7.0,224.0,0.0,0.0
Sacramento,2020-04-02,3.6700662499999996,8.0,1.5411732578756845,2.9282032302755097,0.02766821052631579,11.4583335,5.059272908735006,2.0,1.0404154015923779,2.0,9.0,314.0,90.0,2.0
Sacramento,2020-04-03,5.397687499999999,12.5,1.85593659694589,3.6673172509552696,0.028311650000000004,14.266666599999999,5.8145163893871255,4.325640999999999,1.5401471064281418,-6.0,10.0,390.0,76.0,1.0
Sacramento,2020-04-04,2.89510875,5.0,1.3597215993437273,2.260338320293149,0.02578565,6.1041665,3.3307284680426186,4.2016666,1.5201972784060587,-60.0,10.0,390.0,0.0,0.0
Sacramento,2020-04-05,1.52556825,3.5,0.9264660869124326,1.8259012604878808,0.029133450000000005,2.2083335,1.582364303082533,0.7183334,0.526962493089985,-58.0,16.0,442.0,52.0,6.0
Sacramento,2020-04-06,4.960779,14.0,1.78520117723413,3.8719586850617214,0.027698300000000002,5.1136365,2.9451537893173763,2.75,1.238128628684652,-28.0,18.0,462.0,20.0,2.0
Sacramento,2020-04-07,6.767482,15.0,2.0499460449344564,4.0,0.026709100000000003,7.0,3.6568542494923797,2.5130434,1.1807501069556243,5.0,21.0,525.0,63.0,3.0
Sacramento,2020-04-08,4.47255425,10.25,1.699745463568121,3.325683002969413,0.026336800000000004,11.0625,4.946221994724903,4.607407444444444,1.5836499810585805,-14.0,22.0,580.0,55.0,1.0
Sacramento,2020-04-09,2.2382245000000003,5.5,1.175025185773584,2.386873735149481,0.0308337,6.0666666,3.31664051822201,2.2975489999999996,1.124744297728986,-13.0,22.0,580.0,0.0,0.0
Sacramento,2020-04-10,4.24989975,13.75,1.6582089811831207,3.8389518421118565,0.029072499999999994,8.2708335,4.089608690219759,3.5120369999999994,1.398726948551861,-10.0,24.0,653.0,73.0,2.0
Sacramento,2020-04-11,1.9099637500000002,3.25,1.068140624061138,1.7432434220518012,0.027307900000000003,9.3125,4.422616289332566,6.513888888888889,1.8263973132070637,-23.0,24.0,653.0,0.0,0.0
Sacramento,2020-04-12,1.8557065,3.75,1.0493192730900973,1.9051834474743783,0.028225599999999997,13.208333500000002,5.53878862948153,5.97450982352941,1.7652839011755954,-11.0,26.0,707.0,54.0,2.0
Sacramento,2020-04-13,3.7249177500000004,8.0,1.552850153386788,2.9282032302755097,0.0345028,23.104166499999998,7.819198847156523,7.650000000000001,1.94068019998474,1.0,27.0,739.0,32.0,1.0
Sacramento,2020-04-14,6.5350155,18.5,2.0195608891433636,4.405598546839052,0.03392315,19.208333500000002,6.9907360099159845,3.965740777777779,1.4807454373932554,9.0,28.0,816.0,77.0,1.0
Sacramento,2020-04-15,5.621895500000001,10.75,1.8903816582696407,3.4057570040616616,0.03113526315789474,20.7,7.316651759081692,5.7711538461538465,1.7408808431818337,5.0,32.0,853.0,37.0,4.0
Sacramento,2020-04-16,3.571866,7.5,1.5199214366666565,2.8299059406965776,0.031003125000000003,17.304347999999997,6.556716192558918,7.209615384615384,1.898457420373756,6.0,32.0,879.0,26.0,0.0
Sacramento,2020-04-17,2.118643,4.5,1.1373979713119031,2.1256286272175715,0.03217545,10.9375,4.910137480542627,5.775925888888889,1.741462687884321,-13.0,32.0,896.0,17.0,0.0
Sacramento,2020-04-18,1.5112319999999997,3.0,0.9207734693761718,1.6568542494923801,0.0374515,12.25,5.280109889280518,5.4137254705882345,1.6959689704331526,-14.0,33.0,914.0,18.0,1.0
Sacramento,2020-04-19,1.41865925,3.25,0.8832133577122404,1.7432434220518012,0.03642315,10.3636365,4.741998665084412,5.1049999999999995,1.6549021532667514,7.0,34.0,925.0,11.0,1.0
Sacramento,2020-04-20,2.61584675,6.25,1.2853260605477559,2.5636360698225817,0.03242070000000001,11.823528999999999,5.161991063943043,5.360386444444444,1.6890312434666606,-6.0,34.0,940.0,15.0,0.0
Sacramento,2020-04-21,3.90552525,9.0,1.5903621718917225,3.113117640155692,0.02910885,19.854166666666668,7.133272505880171,5.393788809523808,1.6933832921230152,13.0,35.0,954.0,14.0,1.0
Sacramento,2020-04-22,3.7505435,7.5,1.558259032553592,2.8299059406965776,0.026692,13.458333500000002,5.604823074865057,5.211111111111111,1.6692697890782733,12.0,36.0,971.0,17.0,1.0
Sacramento,2020-04-23,5.34434525,10.5,1.8475639043523813,3.366046420231286,0.03142765,27.1041665,8.602672587607334,3.9166666666666665,1.472280172955477,9.0,41.0,987.0,16.0,5.0
Sacramento,2020-04-24,6.5102355,14.5,2.016266823473467,3.9367539329435237,0.028982849999999998,27.0833335,8.59874209517337,4.938235294117647,1.6317574449737438,-5.0,41.0,1019.0,32.0,0.0
Sacramento,2020-04-25,5.316074,12.25,1.8430978126008848,3.6315712087514553,0.029476800000000008,21.3125,7.447221813845593,5.916666666666667,1.7584230981724718,-8.0,41.0,1019.0,0.0,0.0
Sacramento,2020-04-26,2.3023550000000004,5.0,1.1946358503187227,2.260338320293149,0.031387750000000006,14.125,5.7781745930520225,4.73888888888889,1.6031340824801055,13.0,41.0,1037.0,18.0,0.0
Sacramento,2020-04-27,5.181349000000001,10.0,1.8215365324385853,3.284641147351488,0.02853385,23.515873,7.902701247639454,5.1774510000000005,1.664741576757879,5.0,41.0,1045.0,8.0,0.0
Sacramento,2020-04-28,4.69004575,9.0,1.7387182885277082,3.113117640155692,0.02913255,17.166666499999998,6.524474529259853,4.044444444444444,1.4941314728958734,6.0,41.0,1053.0,8.0,0.0
Sacramento,2020-04-29,3.29736475,6.75,1.4580019859936981,2.673987930963029,0.022026250000000004,13.145833500000002,5.522189441911179,4.87685188888889,1.6230576731567514,7.0,42.0,1068.0,15.0,1.0
Sacramento,2020-04-30,2.9605525000000004,6.75,1.3763835357363712,2.673987930963029,0.0359983,16.4130435,6.345787799842505,4.240196058823529,1.5264529278917565,9.0,42.0,1077.0,9.0,0.0
Sacramento,2020-05-01,3.5936595000000002,9.0,1.5246769831046767,3.113117640155692,0.0371711,18.229166499999998,6.770214706607813,4.5,1.5673566815591657,4.0,42.0,1090.0,13.0,0.0
Sacramento,2020-05-02,1.3779892500000002,2.5,0.8662552776528213,1.471129599469522,0.024758449999999998,8.3125,4.103277807866852,3.6133333999999997,1.4178022785048998,-4.0,42.0,1107.0,17.0,0.0
Sacramento,2020-05-03,2.25265175,5.0,1.1794705867342863,2.260338320293149,0.03471435,11.888888833333333,5.1802197273713935,2.605,1.2035087892526528,27.0,42.0,1117.0,10.0,0.0
Sacramento,2020-05-04,5.401227,11.5,1.856489690739935,3.5212061861727877,0.03960570000000001,21.4130435,7.468483194260843,4.0,1.4866007747921535,12.0,47.0,1127.0,10.0,5.0
Sacramento,2020-05-05,4.23532575,12.0,1.6554290677925017,3.595315688463767,0.03691075,15.375,6.093207028119322,3.7016666000000003,1.4340641621815902,18.0,47.0,1133.0,6.0,0.0
Sacramento,2020-05-06,4.72411075,11.25,1.7446872098648192,3.4833147735478827,0.0389758,32.395833499999995,9.55782566056436,4.71,1.5988954552510994,14.0,47.0,1142.0,9.0,0.0
Sacramento,2020-05-07,7.17596325,19.0,2.101198538588233,4.458970107524513,0.038059649999999993,28.4166665,8.847426699452733,3.9026085999999998,1.4698380273263685,16.0,49.0,1153.0,11.0,2.0
Sacramento,2020-05-08,9.306431,21.0,2.3327680693304433,4.662947082671975,0.03934705000000001,28.375,8.8397416943394,6.516666599999999,1.8266994109931822,-1.0,50.0,1160.0,7.0,1.0
Sacramento,2020-05-09,3.283786,6.75,1.4548371980231347,2.673987930963029,0.041604449999999994,17.2569445,6.545629175198279,5.6049999999999995,1.720335906166798,0.0,50.0,1165.0,5.0,0.0
Sacramento,2020-05-10,1.288587,3.0,0.8279345965567589,1.6568542494923801,0.03712530000000001,19.145833500000002,6.976822043462821,7.903333399999999,1.9639110293577968,15.0,50.0,1167.0,2.0,0.0
Sacramento,2020-05-11,2.5928855000000004,5.25,1.2789556401034234,2.3245553203367586,0.03527345,11.2045455,4.987000930299065,4.71,1.5988954552510994,-5.0,50.0,1173.0,6.0,0.0
Sacramento,2020-05-12,3.052174,6.5,1.399253527221623,2.619501839293746,0.03389945000000001,9.0416665,4.337717728015346,3.3066666,1.358564856677045,2.0,50.0,1181.0,8.0,0.0
Sacramento,2020-05-13,3.20625,8.25,1.4365715144109008,2.975822549519574,0.028171850000000005,13.25,5.54983443527075,4.0166666,1.4894333726995086,5.0,51.0,1183.0,2.0,1.0
Sacramento,2020-05-14,3.2722824999999998,7.25,1.452148227748669,2.779122448540388,0.026544799999999997,6.4791665,3.4696129661978823,4.8149999999999995,1.6141898095243008,10.0,54.0,1194.0,11.0,3.0
Sacramento,2020-05-15,3.8963685000000003,7.75,1.5884938079005935,2.879581256500786,0.0317367,17.1180555,6.513061846362918,2.5166665999999998,1.181659170406441,11.0,54.0,1211.0,17.0,0.0
Sacramento,2020-05-16,1.9683877500000002,5.0,1.0880189603030084,2.260338320293149,0.023340599999999996,12.2916665,5.291547572360753,2.315,1.1294275622104262,6.0,54.0,1222.0,11.0,0.0
Sacramento,2020-05-17,1.62934775,3.5,0.9667358116293633,1.8259012604878808,0.02781,7.3333335,3.7735027496312847,2.8066666,1.251259884614126,-16.0,55.0,1237.0,15.0,1.0
Sacramento,2020-05-18,2.92093675,6.0,1.3663305920910793,2.506306246791142,0.03117795,6.0416665,3.3072277132227894,2.7183334,1.2306951624945461,1.0,56.0,1245.0,8.0,1.0
Sacramento,2020-05-19,3.9349802499999997,9.0,1.5963486708510943,3.113117640155692,0.028940999999999995,9.3125,4.422616289332566,4.1049999999999995,1.5042754075406117,21.0,56.0,1250.0,5.0,0.0
Sacramento,2020-05-20,4.03251,8.25,1.6159188656137895,2.975822549519574,0.028501199999999997,13.0208335,5.488880690730759,4.403333399999999,1.552390625741994,29.0,56.0,1255.0,5.0,0.0
Sacramento,2020-05-21,4.61784425,8.75,1.7259480049086453,3.068237686098791,0.029903649999999997,17.222222166666665,6.537498970229317,4.415652199999999,1.5543141444710664,29.0,56.0,1266.0,11.0,0.0
Sacramento,2020-05-22,4.521920249999999,9.25,1.7087256711725969,3.1571638167267615,0.0349448,14.104166499999998,5.772815834689511,4.0,1.4866007747921535,16.0,56.0,1272.0,6.0,0.0
Sacramento,2020-05-23,3.540794,6.5,1.513101886629648,2.619501839293746,0.033548800000000004,9.0,4.324555320336759,2.315,1.1294275622104262,16.0,56.0,1289.0,17.0,0.0
Sacramento,2020-05-24,3.86177525,9.75,1.5814036489924943,3.242893634067533,0.034164499999999993,14.479166499999998,5.868714380380063,4.0,1.4866007747921535,42.0,56.0,1293.0,4.0,0.0
Sacramento,2020-05-25,4.967300750000001,10.25,1.7862946894819631,3.325683002969413,0.036409526315789476,12.3541665,5.3086706041523035,6.6133334,1.8371368594070432,35.0,56.0,1302.0,9.0,0.0
